"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 03 01:20:01 GMT 2023","Sat Jun 03 01:20:01 GMT 2023","47","tests.test_group_qa_anna_prokhoda.tests","test_footer","TestPrivacyPolicyLink","","","test_tc_003_06_01_verify_privacy_policy_link_is_clickable",""
"passed","Sat Jun 03 01:16:53 GMT 2023","Sat Jun 03 01:16:56 GMT 2023","2757","tests.test_group_no_pain_no_gain.tests","test_partners_page_npng","TestPartnersPage","","","test_TC_011_06_01_verify_the_first_link_in_android_section_is_visible_and_clickable",""
"passed","Sat Jun 03 01:31:05 GMT 2023","Sat Jun 03 01:31:06 GMT 2023","1437","tests.test_pandoras_box.tests","test_header","","","","test_TC_002_01_03_Logo_is_visible[https://home.openweathermap.org/users/sign_in]",""
"passed","Sat Jun 03 01:06:31 GMT 2023","Sat Jun 03 01:06:33 GMT 2023","1855","tests.test_group_future_auto_qa.tests","hourly_forecast_page_test","TestHourlyForecastPage","","","test_tc_005_07_01_redirects_of_anchor_links_in_a_block_on_right_side[link_locator9]",""
"passed","Sat Jun 03 01:32:36 GMT 2023","Sat Jun 03 01:32:36 GMT 2023","779","tests.test_pandoras_box.tests","test_pricing_page","","","","test_tc_002_03_08_open_pricing",""
"passed","Sat Jun 03 01:37:05 GMT 2023","Sat Jun 03 01:37:09 GMT 2023","3602","tests.test_the_hardworking_club.tests","test_weather_dashboard","TestWeatherDashboard","","","test_006_05_04_button_leads_to_the_correct_page",""
"passed","Sat Jun 03 01:06:45 GMT 2023","Sat Jun 03 01:06:48 GMT 2023","3936","tests.test_group_future_auto_qa.tests","hourly_forecast_page_test","TestHourlyForecastPage","","","test_tc_005_07_01_redirects_of_anchor_links_in_a_block_on_right_side[link_locator14]",""
"passed","Sat Jun 03 01:08:28 GMT 2023","Sat Jun 03 01:08:31 GMT 2023","2479","tests.test_group_future_auto_qa.tests","industries_page_test","TestIndustriesPage","","","test_tc_012_03_05_check_visibility_and_clickability_of_learn_more_and_talk_to_us_buttons[button_locator11]",""
"skipped","Sat Jun 03 01:28:05 GMT 2023","Sat Jun 03 01:28:07 GMT 2023","2312","tests.test_group_snake_oil.tests","test_main_page_so","TestMainPage","","","test_tc_001_15_01_verify_title_content",""
"passed","Sat Jun 03 01:05:45 GMT 2023","Sat Jun 03 01:05:47 GMT 2023","1879","tests.test_group_future_auto_qa.tests","for_business_page_test","TestBusinessPage","","","test_tc_012_01_07_verify_the_elements_are_presented_on_the_page",""
"passed","Sat Jun 03 01:02:47 GMT 2023","Sat Jun 03 01:02:47 GMT 2023","53","tests.test_group_ducktales.tests","test_main_page_d","TestMainPage","","","test_tc_001_04_03_verify_in_day_list_first_element_day_by_week",""
"passed","Sat Jun 03 01:03:06 GMT 2023","Sat Jun 03 01:03:10 GMT 2023","3337","tests.test_group_ducktales.tests","test_main_page_d","TestMainPage","","","test_tc_003_09_04_google_play_brand_link_clickable",""
"passed","Sat Jun 03 01:07:27 GMT 2023","Sat Jun 03 01:07:30 GMT 2023","2444","tests.test_group_future_auto_qa.tests","industries_page_test","TestIndustriesPage","","","test_tc_012_03_03_checking_email_link_in_talk_to_us_buttons[button_locator4]",""
"passed","Sat Jun 03 01:19:36 GMT 2023","Sat Jun 03 01:19:38 GMT 2023","1760","tests.test_group_python_qa.tests","test_main_page_pqa","","","","test_TC_001_017_01_visibility_of_nwp_block",""
"passed","Sat Jun 03 01:29:00 GMT 2023","Sat Jun 03 01:29:00 GMT 2023","16","tests.test_group_zmeyki.tests","test_main_page_zm","","","","test_tc_001_08_01_graphic_hourly_forecast_is_displayed",""
"passed","Sat Jun 03 01:28:18 GMT 2023","Sat Jun 03 01:28:21 GMT 2023","2387","tests.test_group_snake_oil.tests","test_student_initiative_page_so","TestStudentInitiativePage","","","test_tc_010_02_04_verify_the_learn_more_link_redirection_for_the_medium_plan",""
"passed","Sat Jun 03 01:14:54 GMT 2023","Sat Jun 03 01:14:55 GMT 2023","1579","tests.test_group_lutz_squad.tests","test_partners_and_solutions_page","","","","test_TC_011_02_01_verify_more_details_link_is_clickable",""
