"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 13 02:03:29 GMT 2023","Thu Jul 13 02:03:30 GMT 2023","1437","tests","test_weather_api_page_ow6","TestWeatherApiPage","","","test_tc_005_06_02_redirect_to_the_how_to_make_an_api_call_section_of_the_page",""
"passed","Thu Jul 13 01:48:59 GMT 2023","Thu Jul 13 01:48:59 GMT 2023","106","tests","test_main_page_ow6","TestMainPage","","","test_TC_003_03_02_verify_clickability_current_and_forecast_apis",""
"passed","Thu Jul 13 01:31:05 GMT 2023","Thu Jul 13 01:31:05 GMT 2023","99","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_05_05_verify_clickability_of_pricing_link_on_pages[https://home.openweathermap.org/users/sign_in]",""
"passed","Thu Jul 13 01:20:38 GMT 2023","Thu Jul 13 01:20:38 GMT 2023","72","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_02_07_verify_display_of_single_links_section_on_pages[https://openweathermap.org/price]",""
"passed","Thu Jul 13 01:03:26 GMT 2023","Thu Jul 13 01:03:27 GMT 2023","108","api_testing.tests","test_example","","","","test_example",""
"passed","Thu Jul 13 02:05:15 GMT 2023","Thu Jul 13 02:05:17 GMT 2023","2523","tests","test_widgets_constructor_page_ow6","TestWidgetsConstractorPage","","","test_tc_001_09_04_verify_visibility_of_fahrenheit",""
"passed","Thu Jul 13 01:30:57 GMT 2023","Thu Jul 13 01:30:57 GMT 2023","94","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_05_05_verify_clickability_of_pricing_link_on_pages[https://openweathermap.org/examples]",""
"passed","Thu Jul 13 01:28:57 GMT 2023","Thu Jul 13 01:28:57 GMT 2023","78","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_05_04_verify_display_of_pricing_link_on_pages[https://openweathermap.org/faq]",""
"passed","Thu Jul 13 01:58:20 GMT 2023","Thu Jul 13 01:58:22 GMT 2023","2221","tests","test_partners_page_ow6","TestPartnersPage","","","test_TC_011_01_03_verify_17_sections_are_visible",""
"passed","Thu Jul 13 01:19:05 GMT 2023","Thu Jul 13 01:19:05 GMT 2023","71","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_02_06_verify_display_of_terms_and_conditions_section_on_pages[https://openweathermap.org/appid]",""
"passed","Thu Jul 13 02:03:24 GMT 2023","Thu Jul 13 02:03:26 GMT 2023","1733","tests","test_suits_of_pages_ow6","","","","test_tc_003_03_01_01_verify_the_product_collections_module_title_is_visible_on_each_page[https://openweathermap.org/about-us]",""
"passed","Thu Jul 13 01:46:50 GMT 2023","Thu Jul 13 01:46:50 GMT 2023","92","tests","test_main_page_ow6","TestMainPage","","","test_TC_001_02_04_verify_temperature_imperial_button_displayed_clickable",""
"skipped","Thu Jul 13 01:46:50 GMT 2023","Thu Jul 13 01:46:50 GMT 2023","0","tests","test_main_page_ow6","TestMainPage","","","test_tc_001_01_01_verify_city_name_displayed_by_zip",""
"passed","Thu Jul 13 01:24:01 GMT 2023","Thu Jul 13 01:24:01 GMT 2023","85","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_02_08_verify_display_of_download_openweather_app_section_on_pages[https://openweathermap.org/technology]",""
"passed","Thu Jul 13 01:12:55 GMT 2023","Thu Jul 13 01:12:55 GMT 2023","75","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_02_03_verify_display_of_subscription_section_on_pages[https://openweathermap.org/accuracy-and-quality]",""
"passed","Thu Jul 13 01:53:52 GMT 2023","Thu Jul 13 01:53:52 GMT 2023","26","tests","test_main_page_ow6","TestMainPage","","","test_tc_001_08_01_graphic_hourly_forecast_is_displayed",""
"passed","Thu Jul 13 01:16:01 GMT 2023","Thu Jul 13 01:16:01 GMT 2023","78","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_02_05_verify_display_of_technologies_section_on_pages[https://openweathermap.org/weather-dashboard]",""
"passed","Thu Jul 13 01:17:33 GMT 2023","Thu Jul 13 01:17:33 GMT 2023","89","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_02_05_verify_display_of_technologies_section_on_pages[https://openweathermap.org/stations]",""
"passed","Thu Jul 13 01:23:27 GMT 2023","Thu Jul 13 01:23:27 GMT 2023","75","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_02_08_verify_display_of_download_openweather_app_section_on_pages[https://openweathermap.org/faq]",""
"passed","Thu Jul 13 01:58:33 GMT 2023","Thu Jul 13 01:58:34 GMT 2023","1288","tests","test_partners_page_ow6","TestPartnersPage","","","test_TC_011_06_01_verify_the_first_link_in_android_section_is_visible_and_clickable",""
"passed","Thu Jul 13 01:53:14 GMT 2023","Thu Jul 13 01:53:16 GMT 2023","1820","tests","test_main_page_ow6","TestMainPage","","","test_TC_003_03_01_Product_Collections_title_is_visible[guide]",""
"passed","Thu Jul 13 01:28:32 GMT 2023","Thu Jul 13 01:28:32 GMT 2023","76","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_05_04_verify_display_of_pricing_link_on_pages[https://openweathermap.org/our-initiatives]",""
"passed","Thu Jul 13 01:15:26 GMT 2023","Thu Jul 13 01:15:26 GMT 2023","65","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_02_04_verify_display_of_company_section_on_pages[https://openweathermap.org/about-us]",""
"passed","Thu Jul 13 01:52:00 GMT 2023","Thu Jul 13 01:52:01 GMT 2023","1259","tests","test_main_page_ow6","TestMainPage","","","test_TC_003_01_01_verify_footer_is_visible_from_all_pages_specified_in_data[api]",""
"passed","Thu Jul 13 01:54:50 GMT 2023","Thu Jul 13 01:54:52 GMT 2023","2189","tests","test_marketplace_page_ow6","TestMarketplacePage","","","test_TC_007_02_01_verify_the_method_of_input_location",""
"passed","Thu Jul 13 01:10:56 GMT 2023","Thu Jul 13 01:10:56 GMT 2023","72","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_02_02_verify_display_of_product_collections_module_on_pages[https://openweathermap.org/about-us]",""
"passed","Thu Jul 13 01:09:23 GMT 2023","Thu Jul 13 01:09:23 GMT 2023","83","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_02_02_verify_display_of_product_collections_module_on_pages[https://openweathermap.org/price]",""
"passed","Thu Jul 13 02:03:06 GMT 2023","Thu Jul 13 02:03:07 GMT 2023","1331","tests","test_suits_of_pages_ow6","","","","test_tc_003_03_01_01_verify_the_product_collections_module_title_is_visible_on_each_page[https://openweathermap.org/faq]",""
"passed","Thu Jul 13 01:12:29 GMT 2023","Thu Jul 13 01:12:29 GMT 2023","74","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_02_03_verify_display_of_subscription_section_on_pages[https://home.openweathermap.org/questions]",""
"passed","Thu Jul 13 01:47:41 GMT 2023","Thu Jul 13 01:47:43 GMT 2023","2082","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_09_01_the_module_title_display",""
"skipped","Thu Jul 13 01:46:50 GMT 2023","Thu Jul 13 01:46:50 GMT 2023","0","tests","test_main_page_ow6","TestMainPage","","","test_TC_001_05_01_verify_the_current_date_and_time",""
"passed","Thu Jul 13 01:55:22 GMT 2023","Thu Jul 13 01:55:27 GMT 2023","5028","tests","test_marketplace_page_ow6","TestMarketplacePage","","","test_TC_007_02_08_verify_visibility_clickability_labels_checkbox",""
"passed","Thu Jul 13 01:47:05 GMT 2023","Thu Jul 13 01:47:05 GMT 2023","73","tests","test_main_page_ow6","TestMainPage","","","test_tc_001_04_03_verify_in_day_list_first_element_day_by_week",""
"passed","Thu Jul 13 02:03:50 GMT 2023","Thu Jul 13 02:03:52 GMT 2023","1727","tests","test_weather_api_page_ow6","TestWeatherApiPage","","","test_005_17_01_check_title_history_api_full_archive",""
"passed","Thu Jul 13 01:50:18 GMT 2023","Thu Jul 13 01:50:19 GMT 2023","79","tests","test_main_page_ow6","TestMainPage","","","test_TC_002_03_22_partners_link_is_visible_and_clickable",""
"passed","Thu Jul 13 01:52:37 GMT 2023","Thu Jul 13 01:52:39 GMT 2023","1484","tests","test_main_page_ow6","TestMainPage","","","test_TC_003_01_02_verify_copyright_is_visible_from_all_pages_specified_in_data[home/sign_in]",""
"passed","Thu Jul 13 01:58:35 GMT 2023","Thu Jul 13 01:58:36 GMT 2023","1225","tests","test_partners_page_ow6","TestPartnersPage","","","test_tc_011_09_01_link_see_library_visibility",""
"passed","Thu Jul 13 01:16:59 GMT 2023","Thu Jul 13 01:16:59 GMT 2023","76","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_02_05_verify_display_of_technologies_section_on_pages[https://home.openweathermap.org/questions]",""
"passed","Thu Jul 13 01:39:32 GMT 2023","Thu Jul 13 01:39:32 GMT 2023","95","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_06_04_verify_clickability_of_website_terms_and_conditions_link",""
"passed","Thu Jul 13 01:42:04 GMT 2023","Thu Jul 13 01:42:04 GMT 2023","29","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_08_05_about_us_link_is_visible_on_each_page_specified_in_data[https://openweathermap.org/technology]",""
"skipped","Thu Jul 13 01:46:33 GMT 2023","Thu Jul 13 01:46:33 GMT 2023","0","tests","test_main_page_ow6","TestMainPage","","","test_TC_001_02_02_verify_temperature_switched_on_imperial_system",""
"passed","Thu Jul 13 02:00:21 GMT 2023","Thu Jul 13 02:00:22 GMT 2023","1221","tests","test_road_risk_api_page_ow6","TestRoadRiskApi","","","test_tc_005_08_03_road_risk_api_visibility_of_road_risk_api_concept_section",""
"passed","Thu Jul 13 01:29:14 GMT 2023","Thu Jul 13 01:29:14 GMT 2023","80","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_05_04_verify_display_of_pricing_link_on_pages[https://home.openweathermap.org/questions]",""
"passed","Thu Jul 13 01:17:25 GMT 2023","Thu Jul 13 01:17:25 GMT 2023","72","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_02_05_verify_display_of_technologies_section_on_pages[https://openweathermap.org/accuracy-and-quality]",""
"passed","Thu Jul 13 01:18:49 GMT 2023","Thu Jul 13 01:18:49 GMT 2023","79","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_02_06_verify_display_of_terms_and_conditions_section_on_pages[https://home.openweathermap.org/users/sign_in]",""
"passed","Thu Jul 13 01:41:05 GMT 2023","Thu Jul 13 01:41:06 GMT 2023","29","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_08_05_about_us_link_is_visible_on_each_page_specified_in_data[https://openweathermap.org/our-initiatives]",""
"passed","Thu Jul 13 01:40:57 GMT 2023","Thu Jul 13 01:40:57 GMT 2023","31","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_08_05_about_us_link_is_visible_on_each_page_specified_in_data[https://openweathermap.org/price]",""
"passed","Thu Jul 13 01:05:12 GMT 2023","Thu Jul 13 01:05:15 GMT 2023","3343","tests","test_api_keys_page_ow6","TestApiKey","","","test_tc_017_05_03_verify_notice_message_about_API_key_deletion",""
"passed","Thu Jul 13 01:07:11 GMT 2023","Thu Jul 13 01:07:20 GMT 2023","9216","tests","test_global_weather_alerts_page_ow6","TestGlobalWeatherAlertsPage","","","test_TC_005_13_08_verify_redirection_of_9_body_links",""
"passed","Thu Jul 13 02:04:01 GMT 2023","Thu Jul 13 02:04:03 GMT 2023","1354","tests","test_weather_api_page_ow6","TestWeatherApiPage","","","test_tc_005_17_03_check_5_headers",""
"passed","Thu Jul 13 01:47:31 GMT 2023","Thu Jul 13 01:47:31 GMT 2023","125","tests","test_main_page_ow6","TestMainPage","","","test_tc_001_04_06_verify_in_day_list_days_of_the_week",""
"passed","Thu Jul 13 01:21:21 GMT 2023","Thu Jul 13 01:21:21 GMT 2023","77","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_02_07_verify_display_of_single_links_section_on_pages[https://openweathermap.org/appid]",""
"passed","Thu Jul 13 01:09:57 GMT 2023","Thu Jul 13 01:09:57 GMT 2023","87","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_02_02_verify_display_of_product_collections_module_on_pages[https://openweathermap.org/faq]",""
"passed","Thu Jul 13 01:59:31 GMT 2023","Thu Jul 13 01:59:32 GMT 2023","1272","tests","test_partners_page_ow6","TestPartnersPage","","","test_TC_011_19_01_Verify_that_the_anchor_links_are_clickable[anchor_locators14]",""
"passed","Thu Jul 13 01:48:04 GMT 2023","Thu Jul 13 01:48:04 GMT 2023","43","tests","test_main_page_ow6","TestMainPage","","","test_TC_001_05_04_verify_description_weather_for_current_location",""
"passed","Thu Jul 13 01:07:01 GMT 2023","Thu Jul 13 01:07:07 GMT 2023","6016","tests","test_global_weather_alerts_page_ow6","TestGlobalWeatherAlertsPage","","","test_TC_005_13_06_verify_16_body_links_have_the_same_color",""
"passed","Thu Jul 13 01:12:04 GMT 2023","Thu Jul 13 01:12:04 GMT 2023","83","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_02_03_verify_display_of_subscription_section_on_pages[https://home.openweathermap.org/users/sign_in]",""
"passed","Thu Jul 13 01:23:36 GMT 2023","Thu Jul 13 01:23:36 GMT 2023","92","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_02_08_verify_display_of_download_openweather_app_section_on_pages[https://openweathermap.org/appid]",""
"passed","Thu Jul 13 01:43:53 GMT 2023","Thu Jul 13 01:43:53 GMT 2023","23","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_08_06_verify_about_us_link_clickability[https://openweathermap.org/appid]",""
"passed","Thu Jul 13 01:23:53 GMT 2023","Thu Jul 13 01:23:53 GMT 2023","79","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_02_08_verify_display_of_download_openweather_app_section_on_pages[https://openweathermap.org/widgets-constructor]",""
"passed","Thu Jul 13 02:02:25 GMT 2023","Thu Jul 13 02:02:27 GMT 2023","1614","tests","test_solar_api_ow6","TestSolarApi","","","test_tc_005_10_03_correct_redirection_for_how_to_get_access_link",""
"passed","Thu Jul 13 01:14:02 GMT 2023","Thu Jul 13 01:14:02 GMT 2023","77","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_02_04_verify_display_of_company_section_on_pages[https://openweathermap.org/our-initiatives]",""
"passed","Thu Jul 13 01:22:28 GMT 2023","Thu Jul 13 01:22:28 GMT 2023","71","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_02_08_verify_display_of_download_openweather_app_section_on_pages[https://openweathermap.org/guide]",""
"passed","Thu Jul 13 01:48:49 GMT 2023","Thu Jul 13 01:48:50 GMT 2023","973","tests","test_main_page_ow6","TestMainPage","","","test_TC_003_12_11_link_Google_Play_leads_to_correct_page_in_GP",""
"passed","Thu Jul 13 01:30:48 GMT 2023","Thu Jul 13 01:30:48 GMT 2023","95","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_05_05_verify_clickability_of_pricing_link_on_pages[https://openweathermap.org/our-initiatives]",""
"passed","Thu Jul 13 01:04:56 GMT 2023","Thu Jul 13 01:04:58 GMT 2023","2407","tests","test_api_keys_page_ow6","TestApiKey","","","test_tc_017_04_04_api_key_generate_button_is_clickable",""
"passed","Thu Jul 13 01:19:39 GMT 2023","Thu Jul 13 01:19:39 GMT 2023","75","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_02_06_verify_display_of_terms_and_conditions_section_on_pages[https://openweathermap.org/accuracy-and-quality]",""
"passed","Thu Jul 13 01:52:30 GMT 2023","Thu Jul 13 01:52:31 GMT 2023","1287","tests","test_main_page_ow6","TestMainPage","","","test_TC_003_01_02_verify_copyright_is_visible_from_all_pages_specified_in_data[price]",""
"passed","Thu Jul 13 01:39:41 GMT 2023","Thu Jul 13 01:39:41 GMT 2023","28","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_06_05_verify_terms_and_conditions_of_sale_link_visibility",""
"passed","Thu Jul 13 01:57:50 GMT 2023","Thu Jul 13 01:57:52 GMT 2023","2211","tests","test_partners_page_ow6","TestPartnersPage","","","test_tc_011_15_01_verify_correctly_redirected_the_link_apache_camel",""
"passed","Thu Jul 13 02:00:54 GMT 2023","Thu Jul 13 02:00:55 GMT 2023","980","tests","test_search_result_page_ow6","","","","test_TC_002_02_03_verify_result_of_search_for_invalid_city_name",""
"passed","Thu Jul 13 02:04:14 GMT 2023","Thu Jul 13 02:04:15 GMT 2023","1759","tests","test_weather_conditions_page_ow6","TestWeatherConditions","","","test_tc_001_12_07_verify_that_codes_and_descriptions_are_visible_for_each_weather_condition_group_part1[3]",""
"passed","Thu Jul 13 02:00:41 GMT 2023","Thu Jul 13 02:00:46 GMT 2023","5029","tests","test_road_risk_api_page_ow6","TestRoadRiskApi","","","test_tc_005_08_07_road_risk_api_verification_of_national_weather_warning_sources_list",""
"passed","Thu Jul 13 01:38:50 GMT 2023","Thu Jul 13 01:38:50 GMT 2023","83","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_05_08_verify_display_of_faq_link_on_pages[https://openweathermap.org/stations]",""
"passed","Thu Jul 13 01:28:23 GMT 2023","Thu Jul 13 01:28:23 GMT 2023","77","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_05_04_verify_display_of_pricing_link_on_pages[https://openweathermap.org/price]",""
"passed","Thu Jul 13 01:40:06 GMT 2023","Thu Jul 13 01:40:06 GMT 2023","96","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_06_08_verify_clickability_of_privacy_policy_link",""
"passed","Thu Jul 13 01:17:50 GMT 2023","Thu Jul 13 01:17:50 GMT 2023","86","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_02_06_verify_display_of_terms_and_conditions_section_on_pages[https://openweathermap.org/]",""
"passed","Thu Jul 13 01:29:22 GMT 2023","Thu Jul 13 01:29:22 GMT 2023","76","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_05_04_verify_display_of_pricing_link_on_pages[https://openweathermap.org/widgets-constructor]",""
"passed","Thu Jul 13 01:20:55 GMT 2023","Thu Jul 13 01:20:55 GMT 2023","83","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_02_07_verify_display_of_single_links_section_on_pages[https://openweathermap.org/examples]",""
"passed","Thu Jul 13 01:59:33 GMT 2023","Thu Jul 13 01:59:35 GMT 2023","1809","tests","test_partners_page_ow6","TestPartnersPage","","","test_TC_011_19_01_Verify_that_the_anchor_links_are_clickable[anchor_locators15]",""
"passed","Thu Jul 13 01:53:00 GMT 2023","Thu Jul 13 01:53:00 GMT 2023","42","tests","test_main_page_ow6","TestMainPage","","","test_TC_003_08_03_ask_a_question_link_is_clickable",""
"passed","Thu Jul 13 01:36:52 GMT 2023","Thu Jul 13 01:36:52 GMT 2023","83","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_05_08_verify_display_of_faq_link_on_pages[https://openweathermap.org/]",""
