"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 09 01:38:13 GMT 2023","Sun Jul 09 01:38:13 GMT 2023","95","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_05_07_verify_clickability_of_subscribe_for_free_link_on_pages[https://openweathermap.org/guide]",""
"passed","Sun Jul 09 01:43:12 GMT 2023","Sun Jul 09 01:43:12 GMT 2023","28","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_08_05_about_us_link_is_visible_on_each_page_specified_in_data[https://openweathermap.org/guide]",""
"passed","Sun Jul 09 01:07:37 GMT 2023","Sun Jul 09 01:07:39 GMT 2023","1455","tests","test_about_us_page_ow6","TestAboutUsPage","","","test_tc_001_15_05_there_are_five_headers_on_the_page_about_us_footer",""
"passed","Sun Jul 09 01:30:45 GMT 2023","Sun Jul 09 01:30:45 GMT 2023","96","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_03_07_verify_current_and_forecast_apis_link_visibility",""
"passed","Sun Jul 09 01:53:23 GMT 2023","Sun Jul 09 01:53:24 GMT 2023","1192","tests","test_main_page_ow6","TestMainPage","","","test_TC_002_01_03_Logo_is_visible[guide]",""
"passed","Sun Jul 09 01:19:17 GMT 2023","Sun Jul 09 01:19:17 GMT 2023","76","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_02_05_verify_display_of_technologies_section_on_pages[https://openweathermap.org/guide]",""
"passed","Sun Jul 09 01:07:08 GMT 2023","Sun Jul 09 01:07:08 GMT 2023","289","api_testing.tests","test_example","","","","test_post_create",""
"passed","Sun Jul 09 01:10:24 GMT 2023","Sun Jul 09 01:10:25 GMT 2023","1543","tests","test_for_business_page_ow6","TestBusinessPage","","","test_tc_012_01_08_verify_the_buttons_are_clickable",""
"passed","Sun Jul 09 01:24:54 GMT 2023","Sun Jul 09 01:24:54 GMT 2023","82","tests","test_main_page_ow6","TestMainPage","","","test_tc_003_02_07_verify_display_of_single_links_section_on_pages[https://openweathermap.org/appid]",""
"passed","Sun Jul 09 02:07:31 GMT 2023","Sun Jul 09 02:07:33 GMT 2023","2469","tests","test_weather_conditions_page_ow6","TestWeatherConditions","","","test_tc_001_12_07_verify_that_codes_and_descriptions_are_visible_for_each_weather_condition_group_part1[7]",""
