"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 11 01:50:48 GMT 2023","Sun Jun 11 01:50:56 GMT 2023","7490","tests.test_group_qa_anna_prokhoda.tests","test_price_page","TestLogoFromPagePricingRedirectsToMainPage","","","test_TC_002_01_07_verify_clicking_on_the_logo_from_page_Pricing_redirects_to_main_page",""
"passed","Sun Jun 11 01:24:05 GMT 2023","Sun Jun 11 01:24:06 GMT 2023","724","tests.test_group_bugs_in_each_step.tests","test_main_page","TestFooterLinksFunctionality","","","test_TC_003_12_04_current_and_forecast_apis_functionality",""
"passed","Sun Jun 11 01:11:19 GMT 2023","Sun Jun 11 01:11:19 GMT 2023","25","tests","test_main_page_ow6","TestMainPage","","","test_tc_002_02_07_placeholder_is_displayed_in_search_field",""
"passed","Sun Jun 11 02:02:44 GMT 2023","Sun Jun 11 02:02:46 GMT 2023","1938","tests.test_pandoras_box.tests","test_header","","","","test_TC_002_01_03_Logo_is_visible[https://home.openweathermap.org/users/sign_in]",""
"passed","Sun Jun 11 01:56:27 GMT 2023","Sun Jun 11 01:56:29 GMT 2023","1889","tests.test_group_snake_oil.tests","test_footer_so","TestFooter","","","test_tc_003_04_02_visibility_clickability_links_technology_module[https://openweathermap.org/guide-icon2]",""
"passed","Sun Jun 11 01:48:06 GMT 2023","Sun Jun 11 01:48:09 GMT 2023","2472","tests.test_group_python_qa.tests","test_guide_page","TestGuidePage","","","test_tc_004_08_04_verify_all_historical_collection_links_same_color",""
"passed","Sun Jun 11 01:51:21 GMT 2023","Sun Jun 11 01:51:23 GMT 2023","1880","tests.test_group_roma.tests","test_footer","","","","test_TC_003_01_01_verify_footer_is_visible_from_all_pages_specified_in_data[guide]",""
"passed","Sun Jun 11 01:26:32 GMT 2023","Sun Jun 11 01:26:34 GMT 2023","1966","tests.test_group_bugs_in_each_step.tests","test_sign_in_page","TestRegistrationQuestion","","","test_tc_014_01_03_verify_password_field_visibility",""
"passed","Sun Jun 11 02:01:23 GMT 2023","Sun Jun 11 02:01:28 GMT 2023","4903","tests.test_pandoras_box.tests","test_footer","","","","test_TC_003_03_01_Product_Collections_title_is_visible[https://openweathermap.org/price]",""
"passed","Sun Jun 11 01:51:42 GMT 2023","Sun Jun 11 01:51:44 GMT 2023","2375","tests.test_group_roma.tests","test_footer","","","","test_TC_003_01_01_verify_footer_is_visible_from_all_pages_specified_in_data[faq]",""
"broken","Sun Jun 11 01:38:46 GMT 2023","Sun Jun 11 01:38:46 GMT 2023","0","tests.test_group_future_auto_qa.tests","main_page_test","TestMainPageFooter","","","test_tc_003_12_24_verify_product_collections_module_all_link_functionality[https://openweathermap.org/weather-dashboard]",""
"passed","Sun Jun 11 01:18:38 GMT 2023","Sun Jun 11 01:18:41 GMT 2023","2845","tests","test_subscription_page_ow6","TestSubscriptionPage","","","test_TC_018_01_05_verify_error_messages_for_empty_required_fields_in_organisation",""
"passed","Sun Jun 11 02:06:17 GMT 2023","Sun Jun 11 02:06:25 GMT 2023","7802","tests.test_the_hardworking_club.tests","test_subscription_page","TestSubscriptionPage","","","test_tc_018_01_01_verify_redirection_payment_service_page_for_not_logged_in_user",""
"passed","Sun Jun 11 01:38:01 GMT 2023","Sun Jun 11 01:38:01 GMT 2023","25","tests.test_group_future_auto_qa.tests","main_page_test","TestMainPageFooter","","","test_tc_003_06_02_verify_terms_and_conditions_module_title_visibility",""
"passed","Sun Jun 11 01:45:19 GMT 2023","Sun Jun 11 01:45:21 GMT 2023","2166","tests.test_group_no_pain_no_gain.tests","test_partners_page_npng","TestPartnersPage","","","test_TC_011_17_01_verify_the_mobile_link_leads_to_correct_page",""
"passed","Sun Jun 11 01:43:01 GMT 2023","Sun Jun 11 01:43:03 GMT 2023","1604","tests.test_group_lutz_squad.tests","test_main_page","","","","test_TC_003_12_07_about_us_link_leads_to_correct_page",""
"passed","Sun Jun 11 01:15:51 GMT 2023","Sun Jun 11 01:15:55 GMT 2023","3785","tests","test_our_initiatives_page_ow6","TestOurInitiativesPage","","","test_010_02_09_clickability_of_question_headings",""
"passed","Sun Jun 11 01:22:34 GMT 2023","Sun Jun 11 01:22:34 GMT 2023","690","tests.test_group_100000.tests","test_main_page_100","TestMainPage","","","test_TC_003_14_02_manage_cookies_link_functionality",""
"passed","Sun Jun 11 01:28:45 GMT 2023","Sun Jun 11 01:28:48 GMT 2023","2681","tests.test_group_bugs_in_each_step.tests","test_suits_of_pages","","","","test_tc_003_08_05_about_us_link_is_visible_on_each_page_specified_in_data[https://openweathermap.org/about-us]",""
"passed","Sun Jun 11 01:28:10 GMT 2023","Sun Jun 11 01:28:12 GMT 2023","2174","tests.test_group_bugs_in_each_step.tests","test_suits_of_pages","","","","test_tc_003_08_05_about_us_link_is_visible_on_each_page_specified_in_data[https://openweathermap.org/weather-dashboard]",""
"passed","Sun Jun 11 01:28:16 GMT 2023","Sun Jun 11 01:28:18 GMT 2023","2215","tests.test_group_bugs_in_each_step.tests","test_suits_of_pages","","","","test_tc_003_08_05_about_us_link_is_visible_on_each_page_specified_in_data[https://openweathermap.org/our-initiatives]",""
"passed","Sun Jun 11 02:01:28 GMT 2023","Sun Jun 11 02:01:31 GMT 2023","2348","tests.test_pandoras_box.tests","test_footer","","","","test_TC_003_03_01_Product_Collections_title_is_visible[https://openweathermap.org/our-initiatives]",""
"passed","Sun Jun 11 01:39:16 GMT 2023","Sun Jun 11 01:39:19 GMT 2023","3062","tests.test_group_future_auto_qa.tests","partners_page_test","TestPartnersPage","","","test_tc_011_15_01_verify_correctly_redirected_the_link_apache_camel",""
"passed","Sun Jun 11 01:50:57 GMT 2023","Sun Jun 11 01:51:07 GMT 2023","10801","tests.test_group_roma.tests","api_page_test","TestApiPage","","","test_TC_002_01_02_verify_returning_from_API_page_to_main_page_by_clicking_on_logo",""
"passed","Sun Jun 11 01:34:27 GMT 2023","Sun Jun 11 01:34:29 GMT 2023","2357","tests.test_group_future_auto_qa.tests","hourly_forecast_page_test","TestHourlyForecastPage","","","test_tc_005_07_01_redirects_of_anchor_links_in_a_block_on_right_side[link_locator10]",""
"passed","Sun Jun 11 01:30:09 GMT 2023","Sun Jun 11 01:30:14 GMT 2023","5036","tests.test_group_ducktales.tests","test_API_keys_page_d","TestApiKey","","","test_tc_017_03_10_api_key_is_not_generated_if_the_input_is_empty",""
"passed","Sun Jun 11 01:41:40 GMT 2023","Sun Jun 11 01:41:40 GMT 2023","82","tests.test_group_future_auto_qa.tests","suits_of_pages_test","","","","test_tc_003_08_06_verify_about_us_link_clickability[https://openweathermap.org/stations]",""
"passed","Sun Jun 11 01:17:52 GMT 2023","Sun Jun 11 01:17:53 GMT 2023","843","tests","test_search_result_page_ow6","","","","test_TC_002_02_04_verify_displaying_entered_city_name_in_Search_field",""
